OrderDate,OrderNo,ItemName,PendingQty,Rate,ValueAmount,DueOn,DueDays
2025-07-30,SO/2025-26/1395,GC 0.35 x 910 x 08,,619.49,-1238.98,2025-08-04,232
2025-07-30,SO/2025-26/1395,GC 0.45 x 1220 x 10,,1206.77,-1206.77,2025-08-04,232
2025-07-30,SO/2025-26/1396,GC 0.35 x 800 x 12,,781.35,-2344.05,2025-08-04,232
2025-07-30,SO/2025-26/1396,GC 0.35 x 800 x 08,,514.40,-1028.80,2025-08-04,232
2025-07-30,SO/2025-26/1397,GC 0.40 x 800 x 09,,666.10,-1332.20,2025-08-04,232
2025-07-30,SO/2025-26/1397,GC 0.50 x 840 x 07,,627.12,-12542.40,2025-08-04,232
2025-07-30,SO/2025-26/1398,GC 0.35 x 800 x 07,,444.91,-444.91,2025-08-04,232
2025-07-30,SO/2025-26/1398,GC 0.35 x 800 x 10,,643.22,-643.22,2025-08-04,232
2025-07-30,SO/2025-26/1401,DURASHINE (A W) 16 X 47 MM,,2463.73,-7391.19,2025-08-04,232
2025-07-31,SO/2025-26/1152,29mm-1/2 Inch Sq. Dr.Std.Hand Hex Socket,,105.71,-1057.10,2025-07-14,253
2025-07-31,SO/2025-26/1316,"23mm-1/2""Sq. Dr.Std.Hand Hex Socket",,62.94,-1258.80,2025-07-27,240
2025-07-31,SO/2025-26/1316,"25mm-1/2sq.Dr.Std.Hand Hex Socket""",,91.24,-1824.80,2025-07-27,240
2025-07-31,SO/2025-26/1333,"AGRICO-CON-NAIL-2"" (50MM):",,2610.80,-2610.80,2025-07-29,238
2025-07-31,SO/2025-26/1396,GC 0.35 x 800 x 09,,570.34,-55322.98,2025-08-04,232
2025-07-31,SO/2025-26/1405,GC  0.25 x 800 x 10,,486.44,-486.44,2025-08-05,231
2025-07-31,SO/2025-26/1405,GC 0.35 x 800 x 10,,643.22,-643.22,2025-08-05,231
2025-07-31,SO/2025-26/1405,GC 0.50 x 840 x 10,,898.31,-2694.93,2025-08-05,231
2025-07-31,SO/2025-26/1406,GC 0.45 x 1220 x 08,,949.15,-949.15,2025-08-05,231
2025-07-31,SO/2025-26/1407,GC 0.35 x 800 x 09,,577.11,-6348.21,2025-08-05,231
2025-07-31,SO/2025-26/1407,GC 0.35 x 1220 x 12,,1167.79,-2335.58,2025-08-05,231
2025-07-31,SO/2025-26/1415,GC 0.35 x 910 x 09,,674.58,-4722.06,2025-08-05,231
2025-07-31,SO/2025-26/1415,GC 0.50 x 840 x 10,,898.31,-62881.70,2025-08-05,231
2025-08-01,SO/2025-26/1389,"AGRICO-CON-NAIL-2"" (50MM):",,2611.02,-5222.04,2025-08-04,232
2025-08-01,SO/2025-26/1423,GC 0.30 x 800 x 06,,332.20,-996.60,2025-08-06,230
2025-08-01,SO/2025-26/1425,DURASHINE LINER(P.R) 14 X 37 MM,,1744.07,-52322.10,2025-08-06,230
2025-08-02,SO/2025-26/1434,GC 0.45 x 1220 x 12,,1446.61,-2893.22,2025-08-07,229
2025-08-02,SO/2025-26/1434,GC 0.45 x 1220 x 16,,1933.89,-9669.45,2025-08-07,229
2025-08-04,SO/2025-26/1435,GC 0.35 x 1220 x 06,,572.88,-34372.80,2025-08-09,227
2025-08-05,SO/2025-26/1441,GC 0.50 x 1220 x 12,,1661.86,-4985.58,2025-08-10,226
2025-08-05,SO/2025-26/1441,GC 0.60 x 840 x 08,,844.92,-2534.76,2025-08-10,226
2025-08-05,SO/2025-26/1441,GC 0.30 x 1220 x 14,,1216.10,-6080.50,2025-08-10,226
2025-08-05,SO/2025-26/1441,GC 0.35 x 1220 x 12,,1167.79,-92255.41,2025-08-10,226
2025-08-05,SO/2025-26/1444,GC 0.30 x 910 x 14,,911.86,-2735.58,2025-08-10,226
2025-08-05,SO/2025-26/1445,GC 0.45 x 1220 x 16,,1910.17,-47754.25,2025-08-10,226
2025-08-05,SO/2025-26/1447,GC  0.25 x 800 x 10,,486.44,-972.88,2025-08-10,226
2025-08-05,SO/2025-26/1447,GC 0.45 x 1220 x 08,,961.01,-961.01,2025-08-10,226
2025-08-05,SO/2025-26/1450,GC 0.35 x 800 x 14,,903.38,-1806.76,2025-08-10,226
2025-08-05,SO/2025-26/1452,GC 0.45 x 1220 x 12,,1446.61,-1446.61,2025-08-10,226
2025-08-05,SO/2025-26/1453,GC 0.35 x 1220 x 12,,1167.79,-38537.07,2025-08-10,226
2025-08-06,SO/2025-26/1457,GC 0.35 x 1220 x 06,,579.66,-2318.64,2025-08-11,225
2025-08-06,SO/2025-26/1459,GC 0.35 x 1220 x 06,,579.66,-2318.64,2025-08-11,225
2025-08-07,SO/2025-26/1466,GC 0.50 x 840 x 12,,1077.12,-1077.12,2025-08-12,224
2025-08-07,SO/2025-26/1467,GC 0.45 x 1220 x 10,,1192.37,-8346.59,2025-08-12,224
2025-08-07,SO/2025-26/1467,GC 0.45 x 1220 x 12,,1428.81,-102874.32,2025-08-12,224
2025-08-07,SO/2025-26/1467,GC 0.45 x 840 x 12,,940.68,-5644.08,2025-08-12,224
2025-08-07,SO/2025-26/1467,GC 0.63 x 840 x 10,,1065.25,-3195.75,2025-08-12,224
2025-08-08,SO/2025-26/1469,GC 0.30 x 1220 x 16,,1361.86,-1361.86,2025-08-13,223
2025-08-08,SO/2025-26/1470,GC  0.25 x 800 x 14,,680.50,-680.50,2025-08-13,223
2025-08-08,SO/2025-26/1470,GC 0.35 x 800 x 12,,781.35,-781.35,2025-08-13,223
2025-08-08,SO/2025-26/1471,GP Sheet Flashing 0.25mm GP 0.25x300x3050mm,,189.83,-1138.98,2025-08-13,223
2025-08-08,SO/2025-26/1471,GC 0.35 x 910 x 08,,619.49,-619.49,2025-08-13,223
2025-08-08,SO/2025-26/1471,GP Sheet Flashing 0.25mm GP 02 0.25x300x3660mm,,210.17,-10508.50,2025-08-13,223
2025-08-08,SO/2025-26/1472,GC 0.60 x 1220 x 10,,1598.30,-3196.60,2025-08-13,223
2025-08-08,SO/2025-26/1475,GC 0.30 x 800 x 08,,462.71,-2776.26,2025-08-13,223
2025-08-08,SO/2025-26/1475,GC 0.30 x 800 x 07,,392.37,-1177.11,2025-08-13,223
2025-08-08,SO/2025-26/1476,GC 0.35 x 800 x 07,,444.91,-1779.64,2025-08-13,223
2025-08-08,SO/2025-26/1476,GC  0.25 x 800 x 12,,580.50,-1741.50,2025-08-13,223
2025-08-09,SO/2025-26/1485,GC  0.25 x 800 x 14,,680.50,-680.50,2025-08-14,222
2025-08-09,SO/2025-26/1485,GC 0.35 x 1220 x 08,,788.13,-788.13,2025-08-14,222
2025-08-09,SO/2025-26/1485,GC 0.50 x 1220 x 14,,1933.90,-1933.90,2025-08-14,222
2025-08-09,SO/2025-26/1486,GC 0.30 x 800 x 08,,462.71,-3701.68,2025-08-14,222
2025-08-09,SO/2025-26/1487,GC 0.35 x 1220 x 08,,788.13,-5516.91,2025-08-14,222
2025-08-09,SO/2025-26/1487,GC 0.30 x 800 x 07,,392.37,-392.37,2025-08-14,222
2025-08-09,SO/2025-26/1487,GC 0.30 x 800 x 08,,462.71,-925.42,2025-08-14,222
2025-08-09,SO/2025-26/1487,GC 0.45 x 1220 x 10,,1206.77,-2413.54,2025-08-14,222
2025-08-09,SO/2025-26/1487,GC 0.35 x 800 x 14,,903.38,-903.38,2025-08-14,222
2025-08-09,SO/2025-26/1488,GC 0.35 x 800 x 08,,514.40,-1543.20,2025-08-14,222
2025-08-09,SO/2025-26/1489,GC  0.25 x 800 x 08,,398.31,-1593.24,2025-08-14,222
2025-08-09,SO/2025-26/1490,GC  0.25 x 800 x 08,,398.31,-796.62,2025-08-14,222
2025-08-09,SO/2025-26/1494,ShovelSQ4SteelHandle,,518.86,-3113.16,2025-08-14,222
2025-08-13,SO/2025-26/1508,GC 0.50 x 840 x 10,,898.31,-898.31,2025-08-18,218
2025-08-13,SO/2025-26/1509,GC 0.50 x 840 x 12,,1032.20,-216762.00,2025-08-18,218
2025-08-13,SO/2025-26/1512,GC  0.25 x 800 x 09,,447.46,-447.46,2025-08-18,218
2025-08-13,SO/2025-26/1514,GC 0.50 x 840 x 12,,1077.12,-1077.12,2025-08-18,218
2025-08-13,SO/2025-26/1514,GC 0.45 x 840 x 10,,817.80,-1635.60,2025-08-18,218
2025-08-14,SO/2025-26/1516,100mmSlimTaper,,27.00,-81.00,2025-08-19,217
2025-08-14,SO/2025-26/1517,GC 0.35 x 1220 x 08,,788.13,-2364.39,2025-08-19,217
2025-08-14,SO/2025-26/1518,GC  0.25 x 800 x 10,,486.44,-486.44,2025-08-19,217
2025-08-14,SO/2025-26/1518,GC 0.30 x 800 x 12,,666.10,-9991.50,2025-08-19,217
2025-08-14,SO/2025-26/1518,GC 0.30 x 1220 x 12,,1033.89,-1033.89,2025-08-19,217
2025-08-14,SO/2025-26/1518,GC 0.30 x 910 x 14,,911.86,-911.86,2025-08-19,217
2025-08-14,SO/2025-26/1520,GC 0.50 x 840 x 14,,1252.54,-6262.70,2025-08-19,217
2025-08-14,SO/2025-26/1525,GC 0.35 x 800 x 09,,577.11,-1731.33,2025-08-19,217
2025-08-14,SO/2025-26/1526,100mmSlimTaper,,27.00,-2700.00,2025-08-19,217
2025-08-14,SO/2025-26/1539,ScrewDriverTwoinOne60X250,,69.84,-1396.80,2025-08-19,217
2025-08-16,SO/2025-26/1550,GC 0.60 x 910 x 12,,1466.95,-26405.10,2025-08-21,215
2025-08-16,SO/2025-26/1550,GC 0.35 x 800 x 09,,577.11,-577.11,2025-08-21,215
2025-08-16,SO/2025-26/1555,GC  0.25 x 800 x 08,,398.31,-2389.86,2025-08-21,215
2025-08-16,SO/2025-26/1555,GC 0.35 x 800 x 10,,643.22,-3859.32,2025-08-21,215
2025-08-18,SO/2025-26/1558,GC  0.25 x 800 x 08,,398.31,-1593.24,2025-08-23,213
2025-08-18,SO/2025-26/1564,GC 0.35 x 1220 x 08,,788.13,-788.13,2025-08-23,213
2025-08-19,SO/2025-26/1568,GC 0.35 x 800 x 12,,772.03,-1544.06,2025-08-24,212
2025-08-19,SO/2025-26/1568,GC 0.50 x 840 x 12,,1032.20,-1032.20,2025-08-24,212
2025-08-19,SO/2025-26/1569,GC 0.30 x 800 x 07,,392.37,-392.37,2025-08-24,212
2025-08-20,SO/2025-26/1438,"AGRICO-CON-NAIL-2"" (50MM):",,2610.80,-2610.80,2025-08-09,227
2025-08-20,SO/2025-26/1493,"Cutting Wheel - 4""",,543.24,-17383.68,2025-08-14,222
2025-08-20,SO/2025-26/1493,TCT BLADE - 4 INCH -30 TEETH,,958.49,-3833.96,2025-08-14,222
2025-08-20,SO/2025-26/1493,TCT BLADE -4 INCH -40TEETH,,987.98,-987.98,2025-08-14,222
2025-08-20,SO/2025-26/1493,DMD SAW BLADE - 4 INCH -SEG,,678.31,-2034.93,2025-08-14,222
2025-08-20,SO/2025-26/1493,DMD SAW BLADE -4 INC-CON RIM,,707.81,-707.81,2025-08-14,222
2025-08-20,SO/2025-26/1493,DOESpanner10X11,,23.28,-232.80,2025-08-14,222
2025-08-20,SO/2025-26/1493,DMD SAW BLADE - 4 INCH -TURBO,,707.98,-2123.94,2025-08-14,222
2025-08-20,SO/2025-26/1587,GC 0.45 x 840 x 12,,981.36,-15701.76,2025-08-25,211
2025-08-20,SO/2025-26/1588,GC 0.30 x 1220 x 14,,1216.10,-6080.50,2025-08-25,211
2025-08-20,SO/2025-26/1589,GC  0.25 x 800 x 08,,398.31,-1593.24,2025-08-25,211
2025-08-20,SO/2025-26/1589,GC 0.35 x 1220 x 12,,1167.79,-1167.79,2025-08-25,211
2025-08-20,SO/2025-26/1589,GC 0.35 x 1220 x 14,,1359.32,-1359.32,2025-08-25,211
2025-08-20,SO/2025-26/1591,GP Sheet Flashing 0.25mm GP 02 0.25x300x3660mm,,210.17,-5254.25,2025-08-25,211
2025-08-21,SO/2025-26/1595,GC 0.30 x 800 x 12,,666.10,-7993.20,2025-08-26,210
2025-08-21,SO/2025-26/1595,GC 0.30 x 800 x 08,,462.71,-10179.62,2025-08-26,210
2025-08-21,SO/2025-26/1595,GC 0.35 x 800 x 12,,781.35,-781.35,2025-08-26,210
2025-08-21,SO/2025-26/1596,GC 0.30 x 800 x 07,,392.37,-11378.73,2025-08-26,210
2025-08-21,SO/2025-26/1596,GC 0.30 x 800 x 08,,462.71,-8328.78,2025-08-26,210
2025-08-21,SO/2025-26/1596,GC  0.25 x 800 x 07,,344.92,-689.84,2025-08-26,210
2025-08-21,SO/2025-26/1596,GC  0.25 x 800 x 10,,486.44,-6810.16,2025-08-26,210
2025-08-21,SO/2025-26/1597,GC  0.25 x 800 x 07,,344.92,-3449.20,2025-08-26,210
2025-08-21,SO/2025-26/1597,GC  0.25 x 800 x 09,,447.46,-3579.68,2025-08-26,210
2025-08-21,SO/2025-26/1597,GC 0.35 x 910 x 10,,751.69,-4510.14,2025-08-26,210
2025-08-21,SO/2025-26/1597,GC 0.35 x 1220 x 12,,1167.79,-14013.48,2025-08-26,210
2025-08-22,SO/2025-26/1599,GC 0.60 x 910 x 12,,1405.08,-28101.60,2025-08-27,209
2025-08-22,SO/2025-26/1602,GC 0.35 x 1220 x 10,,971.18,-16510.06,2025-08-27,209
2025-08-22,SO/2025-26/1602,GC 0.45 x 1220 x 10,,1206.77,-2413.54,2025-08-27,209
2025-08-22,SO/2025-26/1603,GC 0.35 x 1220 x 07,,672.03,-2688.12,2025-08-27,209
2025-08-22,SO/2025-26/1603,GC 0.35 x 910 x 08,,589.83,-1769.49,2025-08-27,209
2025-08-22,SO/2025-26/1603,GC  0.25 x 800 x 08,,382.20,-4204.20,2025-08-27,209
2025-08-22,SO/2025-26/1604,GC 0.30 x 800 x 07,,392.37,-392.37,2025-08-27,209
2025-08-22,SO/2025-26/1604,GC 0.40 x 800 x 14,,1038.98,-1038.98,2025-08-27,209
2025-08-22,SO/2025-26/1605,GC  0.25 x 800 x 08,,398.31,-796.62,2025-08-27,209
2025-08-22,SO/2025-26/1606,GC 0.35 x 800 x 08,,514.40,-2057.60,2025-08-27,209
2025-08-22,SO/2025-26/1610,GC  0.25 x 800 x 10,,486.44,-486.44,2025-08-27,209
2025-08-22,SO/2025-26/1611,GC  0.25 x 800 x 07,,344.92,-689.84,2025-08-27,209
2025-08-22,SO/2025-26/1611,GC 0.35 x 800 x 06,,375.42,-375.42,2025-08-27,209
2025-08-22,SO/2025-26/1611,GC 0.35 x 800 x 08,,514.40,-32407.20,2025-08-27,209
2025-08-22,SO/2025-26/1611,GC 0.35 x 800 x 10,,643.22,-643.22,2025-08-27,209
2025-08-22,SO/2025-26/1614,GC  0.25 x 800 x 14,,672.88,-51138.88,2025-08-27,209
2025-08-22,SO/2025-26/1615,GC 0.35 x 910 x 09,,633.06,-50644.80,2025-08-27,209
2025-08-22,SO/2025-26/1617,DURASHINE (B) 22 X 47 MM,,3387.63,-16938.15,2025-08-27,209
2025-08-22,SO/2025-26/1617,DURASHINE (P R) 17 X 47 MM,,2617.71,-24999.13,2025-08-23,213
2025-08-23,SO/2025-26/1617,DURASHINE PANEL RIB 12 X 37 MM (B),,1494.92,-14949.20,2025-08-27,209
2025-08-23,SO/2025-26/1617,DURASHINE PANEL RIB 14 X 37 MM (B),,1744.07,-26161.05,2025-08-27,209
2025-08-23,SO/2025-26/1622,GC 0.45 x 840 x 10,,817.80,-1635.60,2025-08-28,208
2025-08-23,SO/2025-26/1622,GC 0.35 x 800 x 08,,514.40,-1028.80,2025-08-28,208
2025-08-23,SO/2025-26/1622,GC 0.35 x 800 x 09,,577.11,-577.11,2025-08-28,208
2025-08-23,SO/2025-26/1622,GC 0.50 x 1220 x 16,,2163.55,-17308.40,2025-08-28,208
2025-08-23,SO/2025-26/1623,GC 0.30 x 800 x 07,,392.37,-784.74,2025-08-28,208
2025-08-23,SO/2025-26/1623,GC 0.35 x 800 x 07,,444.91,-889.82,2025-08-28,208
2025-08-23,SO/2025-26/1623,GC 0.35 x 800 x 06,,375.42,-1877.10,2025-08-28,208
2025-08-23,SO/2025-26/1624,Crow Bar -29(29x1650),,1054.76,-1054.76,2025-08-28,208
2025-08-23,SO/2025-26/1626,DURASHINE PANEL RIB 12 X 37 MM (B),,1494.92,-29898.40,2025-08-28,208
2025-08-23,SO/2025-26/1626,DURASHINE PANEL RIB 14 X 37 MM (B),,1744.07,-34881.40,2025-08-28,208
2025-08-23,SO/2025-26/1630,ALLEN KEY : Set of 9 (Size 1.5 to 10mm),,157.30,-314.60,2025-08-28,208
2025-08-23,SO/2025-26/1631,ALLEN KEY : Set of 9 (Size 1.5 to 10mm),,157.30,-314.60,2025-08-28,208
2025-08-25,SO/2025-26/1640,GC  0.25 x 800 x 10,,486.44,-486.44,2025-08-30,206
2025-08-25,SO/2025-26/1652,GC  0.25 x 800 x 09,,430.51,-861.02,2025-08-30,206
2025-08-25,SO/2025-26/1652,GC 0.30 x 800 x 08,,455.08,-455.08,2025-08-30,206
2025-08-25,SO/2025-26/1652,GC 0.30 x 800 x 09,,501.69,-1505.07,2025-08-30,206
2025-08-25,SO/2025-26/1653,GC  0.25 x 800 x 10,,486.44,-486.44,2025-08-30,206
2025-08-26,SO/2025-26/1656,GC 0.35 x 800 x 06,,375.42,-375.42,2025-08-31,205
2025-08-26,SO/2025-26/1658,GC 0.35 x 910 x 12,,900.00,-7200.00,2025-08-31,205
2025-08-27,SO/2025-26/1628,20mm12SqDrStdHandHexSocket,,56.00,-560.00,2025-08-28,208
2025-08-27,SO/2025-26/1630,"23mm-1/2""Sq. Dr.Std.Hand Hex Socket",,62.92,-629.20,2025-08-28,208
2025-08-27,SO/2025-26/1630,"AGRICO-CON-NAIL-2"" (50MM):",,2610.80,-2610.80,2025-08-28,208
2025-08-27,SO/2025-26/1631,"AGRICO-CON-NAIL-2"" (50MM):",,2610.66,-2610.66,2025-08-28,208
2025-08-27,SO/2025-26/1663,Hammer Dfs 10,,788.41,-3153.64,2025-08-29,207
2025-08-27,SO/2025-26/1667,GC  0.25 x 800 x 12,,580.50,-1741.50,2025-09-01,204
2025-08-27,SO/2025-26/1667,GC 0.40 x 800 x 08,,592.37,-2369.48,2025-09-01,204
2025-08-27,SO/2025-26/1667,GC 0.30 x 1220 x 12,,1033.89,-1033.89,2025-09-01,204
2025-08-27,SO/2025-26/1667,GC 0.30 x 910 x 14,,911.86,-10030.46,2025-09-01,204
2025-08-27,SO/2025-26/1669,GP Sheet Flashing 0.25mm GP 02 0.25x300x3660mm,,210.17,-10508.50,2025-09-01,204
2025-08-28,SO/2025-26/1535,"AGRICO-CON-NAIL-2"" (50MM):",,2610.80,-5221.60,2025-08-19,217
2025-08-28,SO/2025-26/1671,GC 0.40 x 800 x 12,,859.32,-36091.44,2025-09-02,203
2025-08-28,SO/2025-26/1672,GC 0.30 x 800 x 10,,574.58,-574.58,2025-09-02,203
2025-08-28,SO/2025-26/1673,GC  0.25 x 800 x 08,,398.31,-796.62,2025-09-02,203
2025-08-28,SO/2025-26/1679,GC 0.35 x 910 x 09,,674.58,-674.58,2025-09-02,203
2025-08-28,SO/2025-26/1679,GC 0.35 x 1220 x 14,,1343.22,-20148.30,2025-09-02,203
2025-08-28,SO/2025-26/1684,GC  0.25 x 800 x 08,,398.31,-398.31,2025-09-02,203
2025-08-28,SO/2025-26/1684,GC 0.30 x 800 x 08,,462.71,-4627.10,2025-09-02,203
2025-08-28,SO/2025-26/1684,GC 0.45 x 1220 x 10,,1206.77,-2413.54,2025-09-02,203
2025-08-28,SO/2025-26/1684,GC 0.45 x 1220 x 16,,1933.89,-9669.45,2025-09-02,203
2025-08-28,SO/2025-26/1684,GC 0.35 x 800 x 14,,903.38,-903.38,2025-09-02,203
2025-08-28,SO/2025-26/1685,GC  0.25 x 800 x 07,,344.92,-1034.76,2025-09-02,203
2025-08-28,SO/2025-26/1685,GC  0.25 x 800 x 08,,398.31,-398.31,2025-09-02,203
2025-08-28,SO/2025-26/1685,GC 0.30 x 800 x 10,,574.58,-574.58,2025-09-02,203
2025-08-28,SO/2025-26/1685,GC 0.35 x 800 x 10,,643.22,-643.22,2025-09-02,203
2025-08-28,SO/2025-26/1685,GP Sheet Flashing 0.30mm GP02 0.30x300x3050mm,,220.34,-1322.04,2025-09-02,203
2025-08-29,SO/2025-26/1634,"AGRICO-CON-NAIL-2"" (50MM):",,2610.80,-5221.60,2025-08-29,207
2025-08-29,SO/2025-26/1686,DC Wheel-  4 inch 4mm,,,,2025-09-03,202
2025-08-29,SO/2025-26/1693,GC 0.30 x 800 x 06,,332.20,-664.40,2025-09-03,202
2025-08-29,SO/2025-26/1693,GC 0.30 x 1220 x 07,,587.29,-41110.30,2025-09-03,202
2025-08-29,SO/2025-26/1695,GC 0.35 x 800 x 08,,514.40,-3086.40,2025-09-03,202
2025-08-29,SO/2025-26/1695,GP Sheet Flashing 0.25mm GP 0.25x300x3050mm,,189.83,-379.66,2025-09-03,202
2025-08-29,SO/2025-26/1695,GP Sheet Flashing 0.30mm GP02 0.30x300x3050mm,,220.34,-661.02,2025-09-03,202
2025-08-29,SO/2025-26/1696,GC 0.30 x 1220 x 16,,1361.86,-5447.44,2025-09-03,202
2025-08-29,SO/2025-26/1697,DURASHINE LINER (A.W) 06 X 47 MM,,978.31,-978.31,2025-09-03,202
2025-08-30,SO/2025-26/1501,"23mm-1/2""Sq. Dr.Std.Hand Hex Socket",,62.92,-1258.40,2025-08-16,220
2025-08-30,SO/2025-26/1701,GC  0.25 x 800 x 07,,344.92,-1034.76,2025-09-04,201
2025-08-30,SO/2025-26/1701,GC  0.25 x 800 x 08,,398.31,-2389.86,2025-09-04,201
2025-08-30,SO/2025-26/1701,GC 0.35 x 800 x 08,,514.40,-514.40,2025-09-04,201
2025-08-30,SO/2025-26/1702,DURASHINE LINER (AW) 24 X 37 MM,,2989.83,-2989.83,2025-09-04,201
2025-08-30,SO/2025-26/1704,GC 0.30 x 800 x 07,,392.37,-392.37,2025-09-04,201
2025-08-30,SO/2025-26/1704,GC  0.25 x 800 x 07,,344.92,-344.92,2025-09-04,201
2025-08-30,SO/2025-26/1705,GC 0.45 x 840 x 10,,817.80,-817.80,2025-09-04,201
2025-08-30,SO/2025-26/1708,GC  0.25 x 800 x 12,,580.50,-1161.00,2025-09-04,201
2025-08-30,SO/2025-26/1709,GC 0.60 x 840 x 12,,1271.19,-2542.38,2025-09-04,201
2025-08-30,SO/2025-26/1709,GC 0.35 x 800 x 08,,514.40,-514.40,2025-09-04,201
2025-08-30,SO/2025-26/1709,GC 0.35 x 910 x 09,,674.58,-674.58,2025-09-04,201
2025-08-30,SO/2025-26/1709,GC 0.35 x 910 x 10,,751.69,-751.69,2025-09-04,201
2025-08-30,SO/2025-26/1709,GC 0.50 x 1220 x 16,,2163.55,-2163.55,2025-09-04,201
2025-08-30,SO/2025-26/1709,GC 0.50 x 840 x 09,,777.97,-43566.32,2025-09-04,201
2025-08-30,SO/2025-26/1711,GC  0.25 x 800 x 08,,398.31,-398.31,2025-09-04,201
2025-08-30,SO/2025-26/1711,GC 0.30 x 800 x 07,,392.37,-1177.11,2025-09-04,201
2025-08-30,SO/2025-26/1711,GC 0.30 x 800 x 08,,462.71,-462.71,2025-09-04,201
2025-08-30,SO/2025-26/1711,GC 0.35 x 800 x 09,,577.11,-1154.22,2025-09-04,201
2025-08-30,SO/2025-26/1711,GP Sheet Flashing 0.30mm GP02 0.30x300x3050mm,,203.39,-10779.67,2025-09-04,201
2025-08-30,SO/2025-26/1712,GC 0.35 x 1220 x 12,,1167.79,-1167.79,2025-09-04,201
2025-08-30,SO/2025-26/1712,GC 0.30 x 1220 x 07,,587.29,-29364.50,2025-09-04,201
2025-08-30,SO/2025-26/1714,GP Sheet Flashing 0.25mm GP02 0.25x300x2440mm,,151.69,-1820.28,2025-09-04,201
2025-08-30,SO/2025-26/1715,GC  0.25 x 800 x 12,,580.50,-3483.00,2025-09-04,201
2025-08-30,SO/2025-26/1715,GC 0.50 x 840 x 09,,811.86,-1623.72,2025-09-04,201
2025-08-30,SO/2025-26/1715,GC  0.25 x 800 x 07,,344.92,-1034.76,2025-09-04,201
2025-08-30,SO/2025-26/1715,GC  0.25 x 800 x 10,,486.44,-972.88,2025-09-04,201
2025-08-30,SO/2025-26/1715,GC 0.30 x 800 x 09,,516.95,-1550.85,2025-09-04,201
2025-08-30,SO/2025-26/1715,GC 0.35 x 800 x 08,,514.40,-2057.60,2025-09-04,201
2025-08-31,SO/2025-26/1719,GP Sheet Flashing 0.25mm GP 0.25x450x1830mm,,170.34,-170.34,2025-09-05,200
2025-08-31,SO/2025-26/1719,GC 0.30 x 1220 x 07,,587.29,-23491.60,2025-09-05,200
2025-09-01,SO/2025-26/1720,GC 0.30 x 800 x 12,,658.47,-1316.94,2025-09-06,199
2025-09-01,SO/2025-26/1724,DURASHINE PANEL RIB 12 X 37 MM (B),,1494.92,-29898.40,2025-09-06,199
2025-09-01,SO/2025-26/1725,DURASHINE (B) 18 X 37 MM,,2242.37,-44847.40,2025-09-06,199
2025-09-01,SO/2025-26/1725,DURASHINE (B) 20 X 37 MM,,2491.53,-49830.60,2025-09-06,199
2025-09-01,SO/2025-26/1725,DURASHINE (B) 24 X 37 MM,,2989.83,-89694.90,2025-09-06,199
2025-09-01,SO/2025-26/1729,DURASHINE (B) 10 X 47 MM,,1539.83,-15398.30,2025-09-06,199
2025-09-01,SO/2025-26/1729,DURASHINE (B) 12 X 47 MM,,1847.80,-18478.00,2025-09-06,199
2025-09-01,SO/2025-26/1729,DURASHINE (B) 14 X 47 MM,,2155.76,-21557.60,2025-09-06,199
2025-09-01,SO/2025-26/1729,DURASHINE (B) 16 X 47 MM,,2463.73,-29564.76,2025-09-06,199
2025-09-01,SO/2025-26/1730,GC  0.25 x 800 x 12,,580.50,-580.50,2025-09-06,199
2025-09-01,SO/2025-26/1730,GC 0.30 x 800 x 08,,462.71,-2313.55,2025-09-06,199
2025-09-01,SO/2025-26/1730,GC 0.30 x 800 x 09,,516.95,-516.95,2025-09-06,199
2025-09-01,SO/2025-26/1730,GC 0.45 x 1220 x 12,,1428.81,-42864.30,2025-09-06,199
2025-09-03,SO/2025-26/1732,GC 0.50 x 1220 x 16,,2163.55,-10817.75,2025-09-08,197
2025-09-05,SO/2025-26/1736,GC 0.35 x 1220 x 10,,971.18,-971.18,2025-09-10,195
2025-09-05,SO/2025-26/1737,GC 0.35 x 800 x 09,,577.11,-577.11,2025-09-10,195
2025-09-05,SO/2025-26/1740,GC  0.25 x 800 x 10,,486.44,-1459.32,2025-09-10,195
2025-09-05,SO/2025-26/1740,GC 0.30 x 800 x 08,,462.71,-1388.13,2025-09-10,195
2025-09-05,SO/2025-26/1740,GC 0.45 x 1220 x 14,,1688.13,-13505.04,2025-09-10,195
2025-09-06,SO/2025-26/1742,GC 0.30 x 1220 x 07,,587.29,-29364.50,2025-09-11,194
2025-09-06,SO/2025-26/1743,GC 0.45 x 1220 x 07,,838.15,-25144.50,2025-09-11,194
2025-09-06,SO/2025-26/1747,GC 0.25 x 800 x 06,,294.92,-3539.04,2025-09-11,194
2025-09-06,SO/2025-26/1747,GC 0.30 x 800 x 08,,462.71,-925.42,2025-09-11,194
2025-09-06,SO/2025-26/1747,GC 0.30 x 800 x 09,,516.95,-516.95,2025-09-11,194
2025-09-06,SO/2025-26/1747,GC 0.35 x 800 x 09,,577.11,-577.11,2025-09-11,194
2025-09-06,SO/2025-26/1747,GC 0.35 x 800 x 12,,781.35,-781.35,2025-09-11,194
2025-09-06,SO/2025-26/1747,GP Sheet Flashing 0.25mm GP 0.25x450x1830mm,,170.34,-8176.32,2025-09-11,194
2025-09-08,SO/2025-26/1757,GC  0.25 x 800 x 09,,447.46,-2684.76,2025-09-13,192
