OrderDate,OrderNo,ItemName,PendingQty,Rate,ValueAmount,DueOn,DueDays
2025-06-18,SO/2025-26/947,GC 0.35 x 910 x 07,,519.49,15584.70,2025-06-23,274
2025-06-19,SO/2025-26/951,GC 0.50 x 1220 x 14,,1892.37,56771.10,2025-06-24,273
2025-06-19,SO/2025-26/951,GC 0.35 x 1220 x 14,,1359.32,67966.00,2025-06-24,273
2025-06-19,SO/2025-26/951,GC 0.35 x 1220 x 14,,1359.32,27186.40,2025-06-19,278
2025-06-19,SO/2025-26/951,GC 0.35 x 800 x 14,,903.38,45169.00,2025-06-19,278
2025-06-19,SO/2025-26/953,GC 0.60 x 1220 x 14,,2225.42,4450.84,2025-06-24,273
2025-06-19,SO/2025-26/955,GC 0.35 x 800 x 12,,781.35,19533.75,2025-06-24,273
2025-06-20,SO/2025-26/966,PowrahAG6,,278.07,5561.40,2025-06-25,272
2025-06-20,SO/2025-26/967,GC 0.35 x 800 x 07,,344.92,17246.00,2025-06-25,272
2025-06-20,SO/2025-26/968,GC 0.40 x 800 x 08,,592.37,592.37,2025-06-25,272
2025-06-20,SO/2025-26/969,Shovel - SQ 4 Light Wt (Steel Handle),,466.65,13999.50,2025-06-25,272
2025-06-20,SO/2025-26/969,PowrahAG6,,278.07,27807.00,2025-06-25,272
2025-06-20,SO/2025-26/969,Powrah AG 4,,262.09,5241.80,2025-06-25,272
2025-06-20,SO/2025-26/969,PowrahAG3 Burmese,,175.79,10547.40,2025-06-25,272
2025-06-20,SO/2025-26/969,PICKAXE12CP,,399.53,3995.30,2025-06-25,272
2025-06-20,SO/2025-26/969,ShovelSQ4SteelHandle,,518.86,15565.80,2025-06-25,272
2025-06-20,SO/2025-26/969,POWRAH AGRI - 6 NEO,,229.06,22906.00,2025-06-25,272
2025-06-20,SO/2025-26/969,Powrah - Nepal Agri 1.6,,248.24,29788.80,2025-06-25,272
2025-06-20,SO/2025-26/969,PowrahEastIndia,,282.33,5646.60,2025-06-25,272
2025-06-20,SO/2025-26/970,GC 0.30 x 800 x 07,,392.37,1569.48,2025-06-25,272
2025-06-20,SO/2025-26/971,TCT BLADE - 5 INCH -40 TEETH,,,,2025-06-25,272
2025-06-20,SO/2025-26/971,"Cutting Wheel - 4""",,,,2025-06-25,272
2025-06-20,SO/2025-26/971,TCT BLADE -4 INCH -40TEETH,,,,2025-06-25,272
2025-06-21,SO/2025-26/975,Flap Disc- 100 mm- Gridts 80,,,,2025-06-26,271
2025-06-21,SO/2025-26/980,GC 0.45 x 840 x 08,,654.24,1962.72,2025-06-26,271
2025-06-21,SO/2025-26/981,GC 0.35 x 800 x 08,,514.40,514.40,2025-06-26,271
2025-06-21,SO/2025-26/981,GC 0.40 x 800 x 07,,502.54,502.54,2025-06-26,271
2025-06-21,SO/2025-26/982,SDS-SC-12-14X55MM,,,,2025-06-26,271
2025-06-21,SO/2025-26/987,GC 0.30 x 800 x 10,,574.58,1149.16,2025-06-26,271
2025-06-21,SO/2025-26/993,DURASHINE (PEARL GREEN) 10 X 47 MM,,1630.51,9783.06,2025-06-26,271
2025-06-22,SO/2025-26/996,"L Socket Handle 12"" (300mm)-1/2"" Sq Driv",,201.35,2416.20,2025-06-27,270
2025-06-22,SO/2025-26/996,TATA-E6013 2.50X350MM,,215.13,2581.56,2025-06-27,270
2025-06-24,SO/2025-26/1006,GC  0.25 x 800 x 07,,344.92,17246.00,2025-06-29,268
2025-06-24,SO/2025-26/1006,GC 0.35 x 910 x 10,,751.69,5261.83,2025-06-29,268
2025-06-24,SO/2025-26/1006,GC 0.35 x 910 x 12,,900.00,5400.00,2025-06-29,268
2025-06-24,SO/2025-26/1009,DURASHINE LINER (B) 14 X 37 MM,,1843.73,27655.95,2025-06-29,268
2025-06-24,SO/2025-26/1009,DURASHINE LINER (B) 10 X 37 MM,,1316.95,6584.75,2025-06-29,268
2025-06-24,SO/2025-26/1009,DURASHINE LINER (B) 12 X 37 MM,,1580.34,23705.10,2025-06-29,268
2025-06-24,SO/2025-26/1011,GC 0.45 x 910 x 12,,1084.74,65084.40,2025-06-29,268
2025-06-24,SO/2025-26/1012,GC 0.45 x 910 x 12,,1084.74,65084.40,2025-06-29,268
2025-06-24,SO/2025-26/1015,GC 0.40 x 800 x 08,,592.37,35542.20,2025-06-29,268
2025-06-24,SO/2025-26/1017,GC 0.30 x 800 x 10,,574.58,12066.18,2025-06-29,268
2025-06-24,SO/2025-26/1019,Powrah AG 4,,262.09,5241.80,2025-06-29,268
2025-06-24,SO/2025-26/1020,"L Socket Handle 12"" (300mm)-1/2"" Sq Driv",,201.35,1208.10,2025-06-29,268
2025-06-24,SO/2025-26/1020,Screw Driver Flat Tip 8x200,,76.76,767.60,2025-06-29,268
2025-06-24,SO/2025-26/1020,Screw Driver Flat Tip 8x300,,92.49,924.90,2025-06-29,268
2025-06-25,SO/2025-26/1021,Ball Point - 800,,269.93,539.86,2025-06-30,267
2025-06-25,SO/2025-26/1024,DURASHINE LINER (B) 12 X 37 MM,,1580.34,79017.00,2025-06-30,267
2025-06-25,SO/2025-26/1026,GC 0.60 x 910 x 10,,1178.81,1178.81,2025-06-30,267
2025-06-25,SO/2025-26/1026,GC 0.50 x 910 x 14,,1433.05,85983.00,2025-06-30,267
2025-06-25,SO/2025-26/1026,GC 0.50 x 910 x 12,,1280.51,76830.60,2025-06-25,272
2025-06-25,SO/2025-26/1027,GC  0.25 x 800 x 08,,398.31,71695.80,2025-06-29,268
2025-06-25,SO/2025-26/1027,GC 0.30 x 800 x 07,,392.37,1177.11,2025-06-29,268
2025-06-25,SO/2025-26/1027,GC 0.30 x 800 x 08,,462.71,1388.13,2025-06-29,268
2025-06-25,SO/2025-26/1028,GC 0.35 x 800 x 10,,643.22,1929.66,2025-06-29,268
2025-06-25,SO/2025-26/1028,GC 0.40 x 800 x 07,,502.54,32665.10,2025-06-29,268
2025-06-25,SO/2025-26/1028,GC 0.50 x 800 x 09,,811.86,45464.16,2025-06-29,268
2025-06-25,SO/2025-26/1028,GC 0.35 x 1220 x 09,,878.81,35152.40,2025-06-29,268
2025-06-25,SO/2025-26/1028,GC 0.35 x 910 x 09,,674.58,26983.20,2025-06-25,272
2025-06-25,SO/2025-26/1029,GC 0.50 x 840 x 12,,1077.12,96940.80,2025-06-29,268
2025-06-25,SO/2025-26/1030,GC 0.35 x 910 x 06,,446.61,37515.24,2025-06-25,272
2025-06-25,SO/2025-26/1030,GC 0.35 x 910 x 14,,1052.54,63152.40,2025-06-25,272
2025-06-25,SO/2025-26/1034,DOESpanner36X41,,301.39,602.78,2025-06-30,267
2025-06-25,SO/2025-26/1034,Screw Driver Neon Bulb 200 mm,,49.08,981.60,2025-06-30,267
2025-06-25,SO/2025-26/1034,Screw Driver Flat Tip 10x250,,128.36,770.16,2025-06-30,267
2025-06-26,SO/2025-26/1035,GC 0.40 x 800 x 12,,859.32,30935.52,2025-07-01,266
2025-06-26,SO/2025-26/1035,GC 0.40 x 800 x 10,,736.44,30930.48,2025-07-01,266
2025-06-26,SO/2025-26/1036,GC 0.45 x 840 x 08,,654.24,39254.40,2025-07-01,266
2025-06-26,SO/2025-26/1037,GC 0.30 x 1220 x 06,,495.76,29745.60,2025-06-26,271
2025-06-26,SO/2025-26/1039,GC 0.60 x 1220 x 10,,1233.05,25894.05,2025-07-01,266
2025-06-26,SO/2025-26/1040,ChaffCutterCC1,,186.45,9322.50,2025-07-01,266
2025-06-26,SO/2025-26/1041,DOESpanner14X15,,32.09,1604.50,2025-06-24,273
2025-06-26,SO/2025-26/1041,D O E Spanner 20x22,,62.92,629.20,2025-06-24,273
2025-06-26,SO/2025-26/1041,DOESpanner21X23,,78.65,786.50,2025-06-24,273
2025-06-26,SO/2025-26/1041,DOESpanner24X26,,91.87,918.70,2025-06-24,273
2025-06-26,SO/2025-26/1041,D O E Spanner 30x32,,137.80,1378.00,2025-06-24,273
2025-06-26,SO/2025-26/1041,DOEMattFinSpannerWWSize516X716m,,43.42,2171.00,2025-06-24,273
2025-06-26,SO/2025-26/1041,RingSpanner12X13,,54.74,1094.80,2025-06-24,273
2025-06-26,SO/2025-26/1041,RingSpanner21X23,,144.72,1447.20,2025-06-24,273
2025-06-26,SO/2025-26/1041,RingSpanner24X27,,169.26,1692.60,2025-06-24,273
2025-06-26,SO/2025-26/1041,AdjustableWrench10,,254.40,2544.00,2025-06-24,273
2025-06-26,SO/2025-26/1041,CombinationCuttingPliers8,,217.08,2170.80,2025-06-24,273
2025-06-26,SO/2025-26/1041,"Combination Pliers 8""",,169.60,1696.00,2025-06-24,273
2025-06-26,SO/2025-26/1041,TATA-E6013 2.50X350MM,,215.13,12907.80,2025-06-24,273
2025-06-26,SO/2025-26/1043,ChaffCutterCC1,,186.45,1864.50,2025-07-01,266
2025-06-26,SO/2025-26/1045,DURASHINE SUPERSHICILD (GCWTG ) 24 X 56 MM,,4271.18,25627.08,2025-07-01,266
2025-06-26,SO/2025-26/1045,"DURASHINE RIDGE (B) 16""",,641.53,32076.50,2025-07-01,266
2025-06-26,SO/2025-26/1049,DURASHINE (B) 10 X 47 MM,,1630.51,24457.65,2025-07-01,266
2025-06-26,SO/2025-26/1049,DURASHINE (B) 14 X 47 MM,,2282.71,22827.10,2025-07-01,266
2025-06-26,SO/2025-26/1049,DURASHINE (B) 18 X 47 MM,,2643.56,26435.60,2025-07-01,266
2025-06-26,SO/2025-26/1049,DURASHINE (B) 20 X 47 MM,,2937.29,44059.35,2025-07-01,266
2025-06-26,SO/2025-26/1049,DURASHINE RIDGE (B),,922.03,4610.15,2025-07-01,266
2025-06-26,SO/2025-26/1053,Flap Disc- 100 mm- Gridts 80,,,,2025-07-01,266
2025-06-27,SO/2025-26/1055,GC  0.25 x 800 x 12,,580.50,580.50,2025-07-02,265
2025-06-27,SO/2025-26/1057,Grease Bucket_6 Kg Without Wheel,,2862.00,62964.00,2025-07-02,265
2025-06-27,SO/2025-26/1058,DURASHINE LINER (B) 12 X 37 MM,,1580.34,39508.50,2025-07-02,265
2025-06-27,SO/2025-26/1061,GC 0.35 x 910 x 14,,1052.54,26313.50,2025-07-02,265
2025-06-27,SO/2025-26/1062,GC 0.30 x 800 x 08,,462.71,1388.13,2025-07-02,265
2025-06-27,SO/2025-26/1063,GC 0.35 x 910 x 14,,1052.54,15788.10,2025-07-02,265
2025-06-27,SO/2025-26/1064,GC 0.50 x 840 x 09,,811.86,11366.04,2025-07-02,265
2025-06-27,SO/2025-26/1067,GC 0.35 x 910 x 14,,1052.54,21050.80,2025-07-02,265
2025-06-27,SO/2025-26/1068,GC 0.35 x 800 x 06,,375.42,4505.04,2025-07-02,265
2025-06-27,SO/2025-26/1068,GC 0.35 x 800 x 08,,514.40,514.40,2025-07-02,265
2025-06-28,SO/2025-26/1073,GC 0.45 x 1220 x 14,,1688.13,3376.26,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE PRO (BLUE) 08 X 40 MM,,1003.38,40135.20,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE PRO (BLUE) 10 X 40 MM,,1254.23,12542.30,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE PRO (BLUE) 14 X 40 MM,,1755.93,10535.58,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE PRO (BLUE) 20 X 40 MM,,2508.47,25084.70,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 08 X 47 MM,,1304.41,52176.40,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 09 X 47 MM,,1467.46,58698.40,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 10 X 47 MM,,1630.51,16305.10,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 13 X 47 MM,,2119.66,21196.60,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 14 X 47 MM,,2282.71,22827.10,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 18 X 47 MM,,2643.56,26435.60,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 20 X 47 MM,,2937.29,29372.90,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 22 X 47 MM,,3231.02,32310.20,2025-07-03,264
2025-06-28,SO/2025-26/1074,DURASHINE (B) 24 X 47 MM,,3524.75,35247.50,2025-07-03,264
2025-06-29,SO/2025-26/1075,RingSpanner24X27,,169.26,2538.90,2025-07-04,263
2025-06-29,SO/2025-26/1075,RingSpanner30X32,,268.05,1340.25,2025-07-04,263
2025-06-30,SO/2025-26/1077,GC 0.60 x 910 x 10,,1233.05,60419.45,2025-07-05,262
2025-06-30,SO/2025-26/1083,GC  0.25 x 1220 x 12,,580.50,24381.00,2025-07-05,262
2025-06-30,SO/2025-26/1083,GC 0.35 x 1220 x 12,,781.35,37504.80,2025-07-05,262
2025-06-30,SO/2025-26/1083,GC 0.35 x 800 x 10,,643.22,13507.62,2025-07-05,262
2025-06-30,SO/2025-26/1083,GC  0.25 x 800 x 12,,580.50,26122.50,2025-06-30,267
2025-06-30,SO/2025-26/1083,GC 0.35 x 800 x 12,,781.35,37504.80,2025-06-30,267
2025-06-30,SO/2025-26/1084,GC 0.45 x 910 x 08,,728.81,32796.45,2025-07-05,262
2025-06-30,SO/2025-26/1084,GC 0.45 x 910 x 12,,1084.74,32542.20,2025-07-05,262
2025-06-30,SO/2025-26/1084,GC 0.45 x 840 x 08,,654.24,31403.52,2025-06-30,267
2025-06-30,SO/2025-26/1084,GC 0.45 x 840 x 12,,981.36,29440.80,2025-06-30,267
2025-06-30,SO/2025-26/1085,GC  0.25 x 800 x 12,,580.50,1161.00,2025-07-05,262
2025-06-30,SO/2025-26/1086,GC 0.35 x 800 x 08,,514.40,514.40,2025-07-05,262
2025-06-30,SO/2025-26/1096,GC  0.25 x 1220 x 12,,892.37,267711.00,2025-07-05,262
2025-06-30,SO/2025-26/1096,GC 0.30 x 1220 x 12,,1033.89,155083.50,2025-07-05,262
2025-07-01,SO/2025-26/1097,GC 0.30 x 800 x 12,,666.10,3996.60,2025-07-06,261
2025-07-01,SO/2025-26/1098,GC 0.35 x 910 x 06,,446.61,446.61,2025-07-06,261
2025-07-01,SO/2025-26/1099,GC 0.45 x 1220 x 12,,1446.61,15912.71,2025-07-06,261
2025-07-03,SO/2025-26/1107,TATA-NS-E6013 2.90X450MM,,,,2025-07-08,259
2025-07-04,SO/2025-26/1111,Flap Disc- 100 mm- Gridts 80,,,,2025-07-09,258
2025-07-04,SO/2025-26/1112,17mm12SqDrStdHandHexSocket,,49.08,490.80,2025-07-09,258
2025-07-04,SO/2025-26/1113,CombinationCuttingPliers8,,217.08,1302.48,2025-07-09,258
2025-07-04,SO/2025-26/1113,TATA-NS-E6013 2.50X350MM,,,,2025-07-09,258
2025-07-05,SO/2025-26/1118,DURASHINE LINER (B) 12 X 37 MM,,1580.34,15803.40,2025-07-10,257
2025-07-05,SO/2025-26/1122,GC 0.35 x 910 x 12,,900.00,18000.00,2025-07-10,257
2025-07-05,SO/2025-26/1122,GC 0.45 x 1220 x 10,,1206.77,25342.17,2025-07-10,257
2025-07-07,SO/2025-26/1130,GC 0.60 x 910 x 12,,1466.95,2933.90,2025-07-12,255
2025-07-07,SO/2025-26/1130,GC 0.45 x 1220 x 12,,1446.61,1446.61,2025-07-12,255
2025-07-07,SO/2025-26/1136,POWRAH-TP-PANJA 1.5 KG,,185.38,3707.60,2025-07-12,255
2025-07-07,SO/2025-26/1141,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,7832.40,2025-07-12,255
2025-07-07,SO/2025-26/1141,CombinationCuttingPliers8,,217.08,5209.92,2025-07-12,255
2025-07-08,SO/2025-26/1143,GC 0.60 x 1220 x 12,,1910.16,5730.48,2025-07-13,254
2025-07-08,SO/2025-26/1143,GC 0.35 x 910 x 12,,900.00,27000.00,2025-07-13,254
2025-07-09,SO/2025-26/1151,STILLSONPIPEWRENCH18,,502.74,10054.80,2025-07-14,253
2025-07-09,SO/2025-26/1152,"29mm-1/2""Sq. Dr.Std.Hand Hex Socket",,105.71,1057.10,2025-07-14,253
2025-07-09,SO/2025-26/1157,GC 0.35 x 910 x 12,,900.00,27000.00,2025-07-14,253
2025-07-09,SO/2025-26/1158,GC 0.35 x 910 x 12,,900.00,54000.00,2025-07-14,253
2025-07-09,SO/2025-26/1160,GC 0.35 x 910 x 12,,900.00,27000.00,2025-07-14,253
2025-07-09,SO/2025-26/1160,GC 0.45 x 910 x 12,,1084.74,13016.88,2025-07-14,253
2025-07-09,SO/2025-26/1162,GC  0.25 x 800 x 09,,447.46,35796.80,2025-07-14,253
2025-07-09,SO/2025-26/1162,GC 0.35 x 1220 x 09,,878.81,11424.53,2025-07-14,253
2025-07-09,SO/2025-26/1167,TATA-E6013 2.90X450MM,,325.89,70392.24,2025-07-14,253
2025-07-09,SO/2025-26/1167,TATA-E6013 2.50X350MM,,215.13,5163.12,2025-07-14,253
2025-07-10,SO/2025-26/1169,GC 0.50 x 840 x 14,,1252.54,31313.50,2025-07-15,252
2025-07-10,SO/2025-26/1169,GC 0.45 x 1220 x 12,,981.36,58881.60,2025-07-15,252
2025-07-10,SO/2025-26/1169,GC 0.50 x 910 x 12,,1280.51,6402.55,2025-07-15,252
2025-07-10,SO/2025-26/1169,GC 0.35 x 800 x 10,,643.22,67538.10,2025-07-15,252
2025-07-10,SO/2025-26/1169,GC 0.35 x 800 x 14,,903.38,903.38,2025-07-15,252
2025-07-10,SO/2025-26/1169,GC 0.30 x 800 x 07,,392.37,784.74,2025-07-15,252
2025-07-10,SO/2025-26/1170,DURASHINE TILE PROFILE(P.R) 10 X 47 MM,,1868.19,18681.90,2025-07-15,252
2025-07-10,SO/2025-26/1170,DURASHINE RIDGE (R),,922.03,46101.50,2025-07-15,252
2025-07-10,SO/2025-26/1171,DURASHINE LINER (B) 12 X 37 MM,,1580.34,34767.48,2025-07-15,252
2025-07-10,SO/2025-26/1172,DURASHINE (B) 10 X 37 MM,,1316.95,19754.25,2025-07-15,252
2025-07-10,SO/2025-26/1174,DURASHINE (B) 18 X 47 MM,,2643.56,47584.08,2025-07-15,252
2025-07-11,SO/2025-26/1180,Powrah - Nepal Agri 1.6,,248.24,4964.80,2025-07-16,251
2025-07-11,SO/2025-26/1180,PowrahWestIndia,,282.33,5646.60,2025-07-16,251
2025-07-11,SO/2025-26/1180,Shovel - SQ 4 Light Wt (Steel Handle),,466.65,11199.60,2025-07-16,251
2025-07-11,SO/2025-26/1180,ShovelSQ6,,495.42,2972.52,2025-07-16,251
2025-07-11,SO/2025-26/1188,DURASHINE (B) 07 X 37 MM,,872.03,21800.75,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (P R) 18 X 47 MM,,2771.69,33260.28,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (P R) 08 X 47 MM,,1231.86,8623.02,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (P R) 07 X 47 MM,,1077.88,6467.28,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (P R) 10 X 47 MM,,1539.83,9238.98,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (P R) 09 X 47 MM,,1385.85,11086.80,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (A W) 08 X 47 MM,,1174.92,8224.44,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (A W) 18 X 47 MM,,2643.56,31722.72,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (A W) 10 X 47 MM,,1468.64,8811.84,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (A W) 09 X 47 MM,,1321.78,10574.24,2025-07-16,251
2025-07-11,SO/2025-26/1189,DURASHINE (A W) 07 X 47 MM,,1077.88,6467.28,2025-07-16,251
2025-07-12,SO/2025-26/1195,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,2610.80,2025-07-17,250
2025-07-12,SO/2025-26/1196,GC 0.35 x 800 x 06,,375.42,9010.08,2025-07-17,250
2025-07-12,SO/2025-26/1196,GC 0.35 x 910 x 06,,446.61,1339.83,2025-07-17,250
2025-07-12,SO/2025-26/1200,GC 0.45 x 1220 x 10,,1206.77,25342.17,2025-07-17,250
2025-07-12,SO/2025-26/1203,"L Socket Handle 18"" (450MM)-1/2""Sq Driv",,349.84,4198.08,2025-07-17,250
2025-07-12,SO/2025-26/1206,TCT BLADE -4 INCH -40TEETH,,,,2025-07-17,250
2025-07-12,SO/2025-26/1208,AdjustableWrench12,,355.51,2133.06,2025-07-17,250
2025-07-12,SO/2025-26/1208,CombinationCuttingPliers8,,217.08,1302.48,2025-07-17,250
2025-07-12,SO/2025-26/1208,DOESpanner36X41,,301.39,904.17,2025-07-17,250
2025-07-12,SO/2025-26/1208,"Circlip Plier External Bent 7""",,175.55,1053.30,2025-07-17,250
2025-07-12,SO/2025-26/1208,"Circlip Piler Internal Bent 7""",,175.55,1053.30,2025-07-17,250
2025-07-12,SO/2025-26/1208,"Circlip Piler Internal Straight 7""",,175.55,1053.30,2025-07-17,250
2025-07-12,SO/2025-26/1208,CirclipPlierExternalStraight7,,175.55,1053.30,2025-07-17,250
2025-07-12,SO/2025-26/1210,TCT BLADE -4 INCH -40TEETH,,,,2025-07-17,250
2025-07-12,SO/2025-26/1210,AdjustableWrench12,,355.51,8532.24,2025-07-17,250
2025-07-12,SO/2025-26/1210,"Circlip Plier External Bent 7""",,175.55,2106.60,2025-07-17,250
2025-07-13,SO/2025-26/1211,STILLSONPIPEWRENCH18,,502.74,502.74,2025-07-18,249
2025-07-13,SO/2025-26/1211,Screw Driver Neon Bulb 200 mm,,49.08,1963.20,2025-07-18,249
2025-07-13,SO/2025-26/1212,CombinationCuttingPliers8,,217.08,1302.48,2025-07-18,249
2025-07-13,SO/2025-26/1216,CombinationCuttingPliers8,,217.08,2604.96,2025-07-18,249
2025-07-13,SO/2025-26/1216,DOESpannerSetof12BoxPacking,,710.38,1420.76,2025-07-28,239
2025-07-13,SO/2025-26/1219,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,5221.60,2025-07-18,249
2025-07-13,SO/2025-26/1220,CombinationCuttingPliers8,,217.08,1302.48,2025-07-18,249
2025-07-13,SO/2025-26/1220,DWS-6 X 32 (17 TPI),,105.10,210.20,2025-07-18,249
2025-07-14,SO/2025-26/1225,DURASHINE (C R) 08 X 47 MM,,1304.41,2608.82,2025-07-19,248
2025-07-14,SO/2025-26/1225,DURASHINE (C R) 22 X 47 MM,,3587.12,35871.20,2025-07-19,248
2025-07-14,SO/2025-26/1225,DURASHINE (C R) 24 X 47 MM,,3913.22,62611.52,2025-07-19,248
2025-07-14,SO/2025-26/1226,GC 0.50 x 1220 x 14,,1933.90,9669.50,2025-07-19,248
2025-07-14,SO/2025-26/1228,GC  0.25 x 800 x 08,,398.31,17923.95,2025-07-19,248
2025-07-14,SO/2025-26/1229,GC 0.45 x 840 x 10,,817.80,11449.20,2025-07-29,238
2025-07-14,SO/2025-26/1229,GC 0.50 x 1220 x 10,,1383.90,19374.60,2025-07-29,238
2025-07-14,SO/2025-26/1230,GC 0.35 x 1220 x 08,,788.13,70931.70,2025-07-29,238
2025-07-14,SO/2025-26/1231,GC 0.30 x 800 x 06,,332.20,332.20,2025-07-19,248
2025-07-14,SO/2025-26/1231,GC 0.35 x 800 x 14,,903.38,67753.50,2025-07-19,248
2025-07-14,SO/2025-26/1231,GC 0.30 x 800 x 08,,462.71,62465.85,2025-07-29,238
2025-07-14,SO/2025-26/1233,GC 0.35 x 1220 x 07,,705.08,21152.40,2025-07-19,248
2025-07-14,SO/2025-26/1235,"AGRICO-CON-NAIL-1.5"" (38MM):",,2654.20,132.71,2025-07-23,244
2025-07-14,SO/2025-26/1235,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,2610.80,2025-07-19,248
2025-07-14,SO/2025-26/1239,AdjustableWrench12,,355.51,2133.06,2025-07-19,248
2025-07-14,SO/2025-26/1239,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,2610.80,2025-07-19,248
2025-07-15,SO/2025-26/1243,GC  0.25 x 800 x 09,,447.46,35796.80,2025-07-20,247
2025-07-15,SO/2025-26/1244,GC 0.35 x 800 x 06,,375.42,30033.60,2025-07-20,247
2025-07-15,SO/2025-26/1245,Powrah - Nepal Agri 1.6,,248.24,24824.00,2025-07-20,247
2025-07-15,SO/2025-26/1245,ShovelSQ4SteelHandle,,518.86,3113.16,2025-07-20,247
2025-07-15,SO/2025-26/1249,"AGRICO-CON-NAIL-1.5"" (38MM):",,2654.20,132.71,2025-07-23,244
2025-07-15,SO/2025-26/1249,CombinationCuttingPliers8,,217.08,1302.48,2025-07-20,247
2025-07-15,SO/2025-26/1249,Tin Cutter 10 Inch with Spring,,281.89,1127.56,2025-07-20,247
2025-07-15,SO/2025-26/1249,AdjustableWrench12,,355.51,2133.06,2025-07-20,247
2025-07-15,SO/2025-26/1249,Screw Driver Neon Bulb 200 mm,,49.08,981.60,2025-07-20,247
2025-07-15,SO/2025-26/1249,TCT BLADE -4 INCH -40TEETH,,,,2025-07-20,247
2025-07-15,SO/2025-26/1249,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,2610.80,2025-07-20,247
2025-07-15,SO/2025-26/1249,TATA-E6013 2.50X350MM,,215.13,2581.56,2025-07-20,247
2025-07-16,SO/2025-26/1251,DC Wheel-  4 inch 6mm,,,,2025-07-16,251
2025-07-16,SO/2025-26/1252,GC  0.25 x 800 x 07,,344.92,68984.00,2025-07-21,246
2025-07-16,SO/2025-26/1252,GC 0.35 x 800 x 07,,444.91,22245.50,2025-07-21,246
2025-07-16,SO/2025-26/1255,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,7832.40,2025-07-21,246
2025-07-16,SO/2025-26/1256,GC  0.25 x 800 x 07,,344.92,3449.20,2025-07-21,246
2025-07-16,SO/2025-26/1256,GC 0.30 x 800 x 10,,574.58,574.58,2025-07-21,246
2025-07-16,SO/2025-26/1256,GC 0.35 x 800 x 12,,781.35,781.35,2025-07-21,246
2025-07-16,SO/2025-26/1258,GC 0.45 x 1220 x 10,,1206.77,42236.95,2025-07-21,246
2025-07-16,SO/2025-26/1258,GC 0.60 x 910 x 10,,1059.32,22245.72,2025-07-21,246
2025-07-16,SO/2025-26/1262,ClawHammer350,,215.20,430.40,2025-07-21,246
2025-07-16,SO/2025-26/1262,ClawHammer450,,242.08,484.16,2025-07-21,246
2025-07-17,SO/2025-26/1263,GC 0.35 x 1220 x 10,,971.18,4855.90,2025-07-22,245
2025-07-17,SO/2025-26/1264,GC 0.45 x 1220 x 08,,961.01,18259.19,2025-07-22,245
2025-07-17,SO/2025-26/1265,TATA-E6013 2.90X450MM,,325.89,39106.80,2025-07-22,245
2025-07-17,SO/2025-26/1267,GC  0.25 x 800 x 08,,398.31,41822.55,2025-07-22,245
2025-07-18,SO/2025-26/1270,"8mm-1/2""sq.Dr.Std.Hand Hex Socket",,45.30,453.00,2025-07-23,244
2025-07-18,SO/2025-26/1270,"9mm-1/2 Inch Sq. Dr.Std.Hand Hex Socket,",,45.30,453.00,2025-07-23,244
2025-07-18,SO/2025-26/1271,"Combination Pliers 8""",,169.60,1017.60,2025-07-31,236
2025-07-18,SO/2025-26/1271,RingSpanner21X23,,144.72,1447.20,2025-07-23,244
2025-07-18,SO/2025-26/1274,GC 0.50 x 1220 x 10,,1383.90,13839.00,2025-07-22,245
2025-07-19,SO/2025-26/1281,DURASHINE LINER (B) 12 X 37 MM,,1494.92,14949.20,2025-07-24,243
2025-07-19,SO/2025-26/1282,SDS-SC-12-14X65MM,,,,2025-07-24,243
